gene_name	beta	se	p_wald	chr	start	end
ASXL1	-0.02457042	0.04511221	0.5862126	20	30946147	31027122
C20orf112	-0.03509508	0.04065333	0.3883588	20	31030862	31172876
C20orf203	0.008516807	0.01094462	0.4367993	20	31220661	31239680
COMMD7	-0.01380025	0.0399476	0.7298806	20	31290493	31331814
DNMT3B	-0.002280447	0.01368457	0.8677112	20	31350191	31397162
MAPRE1	-0.01060222	0.03476845	0.760528	20	31407699	31438211
RP5-1085F17.3	-0.05574059	0.02689762	0.03869723	20	31444848	31446557
BPIFB9P	-0.002221755	0.01357453	0.8700499	20	31935526	31942250
CDK5RAP1	0.03364201	0.03801941	0.3766138	20	31946645	31989367
SNTA1	-0.001820533	0.02934774	0.9505588	20	31995761	32031698
CBFA2T2	-0.006336027	0.04648831	0.8916392	20	32077881	32237842
NECAB3	-0.007742105	0.03366408	0.8181913	20	32244893	32262269
E2F1	-0.01101652	0.01861932	0.5543118	20	32263489	32274210
PXMP4	0.02398226	0.02959264	0.4180508	20	32294512	32308125
ZNF341	-0.03387949	0.02666892	0.2044848	20	32319463	32380075
CHMP4B	0.07224609	0.05121753	0.1589316	20	32399110	32442172
RALY	0.07118111	0.05358006	0.1845599	20	32581452	32696114
EIF2S2	0.01234505	0.04094423	0.7631396	20	32676104	32700138
AHCY	-0.01547636	0.03681124	0.6743382	20	32868074	32899608
ITCH	0.05285396	0.04592198	0.2502488	20	32951041	33099198
DYNLRB1	-0.02799138	0.04486089	0.532911	20	33104214	33128762
MAP1LC3A	-0.0159901	0.03107947	0.607114	20	33134658	33148149
PIGU	0.03819256	0.03313835	0.2496052	20	33148346	33264910
NCOA6	-0.004340988	0.04270752	0.9190756	20	33302578	33413452
TP53INP2	-0.0173433	0.01469511	0.2384237	20	33292094	33301243
GGT7	-0.02369293	0.04129263	0.5663489	20	33432523	33460663
ACSS2	0.01726934	0.03500372	0.6219556	20	33459949	33515769
GSS	-0.03815634	0.03498931	0.2759608	20	33516236	33543620
MYH7B	-0.04850316	0.02379307	0.04197008	20	33563206	33590240
TRPC4AP	0.01587988	0.04656937	0.7332372	20	33590207	33680674
EDEM2	-0.01037691	0.02376668	0.6625601	20	33703160	33865928
MT1P3	-0.01495323	0.02501918	0.5503039	20	33804634	33865934
MMP24	-0.03483659	0.02496424	0.1634363	20	33814457	33864804
EIF6	-0.041586	0.03037815	0.1715715	20	33866714	33872788
UQCC	-0.01039527	0.04766798	0.8274498	20	33890369	33999944
CEP250	-0.0452369	0.04547544	0.32029	20	34042985	34099804
ERGIC3	-0.0137753	0.04129225	0.7388039	20	34129770	34145405
FER1L4	-2.823313e-05	0.01552211	0.9985494	20	34146507	34195451
SPAG4	-0.0167953	0.01687516	0.3200407	20	34203814	34208971
CPNE1	0.02815164	0.02902793	0.3325634	20	34213953	34252878
RBM12	0.01288755	0.02555581	0.6142577	20	34236847	34252878
NFS1	0.0534081	0.03685875	0.1479051	20	34220262	34287281
ROMO1	-0.05319001	0.03244856	0.1017372	20	34287194	34288906
RBM39	-0.03323359	0.06182324	0.5910979	20	34291531	34330234
PHF20	-0.002638718	0.04918201	0.9572317	20	34359896	34538303
SCAND1	-0.004338603	0.02817143	0.8776602	20	34541539	34547394
RP4-550H1.6	0.04357287	0.04572297	0.3410181	20	34633544	34638882
EPB41L1	0.008854457	0.04999486	0.8594888	20	34679426	34820721
RP11-234K24.3	-0.02560105	0.02033146	0.2084941	20	34738335	34743655
C20orf4	-0.009358075	0.03197725	0.7699009	20	34824381	34858840
DLGAP4	-0.01759518	0.04747557	0.7110656	20	34894258	35157040
MYL9	0.006419733	0.01144995	0.5752437	20	35169887	35178228
TGIF2	-0.0182805	0.01594526	0.2521025	20	35201891	35222560
C20orf24	-0.008711072	0.009503766	0.3597555	20	35234137	35240960
NDRG3	-0.003754335	0.04551457	0.9342897	20	35280169	35374481
DSN1	0.0319614	0.02125745	0.1332701	20	35380194	35402230
SOGA1	-0.0001621519	0.03778763	0.9965777	20	35405845	35492089
SAMHD1	0.006750267	0.02080372	0.7457016	20	35518632	35580246
RBL1	-0.02280617	0.02015898	0.2584116	20	35624752	35724398
C20orf132	-0.00667995	0.01874981	0.7217758	20	35729629	35807991
RPN2	0.03469465	0.03897628	0.3737728	20	35806813	35870022
MANBAL	0.006367996	0.04161342	0.8784323	20	35918041	35945663
SRC	0.009875145	0.04173756	0.8130539	20	35973088	36034453
BLCAP	-0.007668725	0.05186187	0.8825005	20	36130816	36156333
NNAT	-0.05220826	0.01649875	0.001639441	20	36149617	36152092
CTNNBL1	0.0266036	0.0409563	0.5162452	20	36322408	36500531
VSTM2L	0.04586735	0.02365154	0.05297257	20	36531499	36573752
TTI1	-0.03588338	0.03225505	0.2664106	20	36611409	36661870
RPRD1B	-0.0006724116	0.03094687	0.9826728	20	36661948	36720768
TGM2	0.002777765	0.01053306	0.7920948	20	36756863	36794980
KIAA1755	0.01036531	0.01954274	0.5960527	20	36838890	36889174
RP4-564F22.2	-0.0006141389	0.007835835	0.9375575	20	37049235	37063996
SNHG11	-0.00795023	0.02467223	0.747397	20	37075221	37079564
RALGAPB	0.01328677	0.05407736	0.806006	20	37101459	37207504
SLC32A1	0.008955674	0.01158822	0.4399551	20	37353105	37358015
ACTR5	0.04125886	0.0260546	0.113866	20	37377085	37400834
PPP1R16B	-0.00349734	0.03239427	0.9140652	20	37434348	37551667
DHX35	-0.01786788	0.0262306	0.4960392	20	37590942	37668366
MAFB	0.007288592	0.01451543	0.6157776	20	39314488	39317880
TOP1	0.02867204	0.04317808	0.50694	20	39657458	39753127
PLCG1	-0.007429573	0.03407165	0.8274647	20	39765600	39804361
ZHX3	-0.02746885	0.04336859	0.526746	20	39807088	39946312
LPIN3	0.0189605	0.01245186	0.1284033	20	39969560	39989222
EMILIN3	0.008767895	0.009851982	0.3738722	20	39988606	39995467
CHD6	0.04798041	0.04051775	0.2368487	20	40030741	40247133
PTPRT	-0.03938187	0.02380112	0.09856741	20	40701392	41818610
RP1-269M15.3	-0.01091938	0.01870771	0.559671	20	41818862	41830011
SRSF6	0.02364582	0.02767591	0.3932623	20	42086568	42092245
L3MBTL1	0.05273998	0.02639172	0.04616662	20	42136320	42179590
SGK2	0.0214324	0.01430157	0.1345457	20	42187608	42216877
IFT52	0.03985328	0.02670576	0.1361871	20	42219571	42275936
TOX2	0.04457306	0.02680793	0.09694177	20	42543492	42698256
C20orf111	-0.0008859212	0.03123428	0.9773823	20	42825136	42839431
RP5-995J12.2	0.0245712	0.02509808	0.3280038	20	42839600	42854667
GDAP1L1	0.01263869	0.03515728	0.7193654	20	42875887	42909013
FITM2	0.06560278	0.03064702	0.03274282	20	42931478	42939809
TTPAL	0.01368381	0.03126273	0.6617718	20	43104526	43123244
SERINC3	-0.04483238	0.04850781	0.3557689	20	43124862	43150750
PKIG	-0.008847105	0.0373876	0.8130297	20	43160426	43252888
ADA	0.001852452	0.01173516	0.8746287	20	43248163	43280874
RP11-445H22.3	0.01190019	0.01067918	0.2656183	20	43285092	43324737
RIMS4	-0.05309502	0.02416347	0.02841038	20	43380449	43438979
YWHAB	0.02747518	0.02514291	0.2749738	20	43514317	43537173
PABPC1L	0.004520309	0.01627553	0.7813182	20	43538703	43587676
TOMM34	0.01244016	0.02550289	0.6258887	20	43570771	43589127
STK4	0.008781534	0.03887749	0.8213803	20	43595115	43708600
KCNS1	0.01796657	0.02139166	0.4013341	20	43720951	43729753
SDC4	-0.02322029	0.01264245	0.06679096	20	43953928	43977064
SYS1	-0.04483075	0.03374953	0.1846138	20	43990577	44005438
TP53TG5	-0.03690881	0.01619964	0.0230842	20	44002526	44036529
DBNDD2	0.0009578691	0.01867506	0.9591118	20	44034697	44039250
PIGT	0.01965444	0.03510211	0.575759	20	44044707	44054884
WFDC2	-0.001587022	0.01545345	0.9182407	20	44098346	44110172
DNTTIP1	-0.007936545	0.03559464	0.8236409	20	44420576	44440066
TNNC2	0.0005209562	0.01450068	0.971354	20	44451853	44462384
SNX21	-0.008766909	0.03260903	0.7881459	20	44462449	44471914
ACOT8	0.01133231	0.03487187	0.7453264	20	44470360	44486045
ZSWIM3	-0.0101277	0.018791	0.590127	20	44486256	44507761
ZSWIM1	-0.04518699	0.03254494	0.1655584	20	44509866	44513905
SPATA25	0.01448193	0.01551318	0.3509559	20	44515128	44516274
CTSA	-0.006846546	0.03471222	0.8437141	20	44519591	44527459
PLTP	-0.02712952	0.01974161	0.1699258	20	44527399	44540794
PCIF1	-0.05508586	0.03880189	0.1562663	20	44563267	44576662
ZNF335	0.02259507	0.0437158	0.6054583	20	44577292	44600833
SLC12A5	-0.02893894	0.02474885	0.2427839	20	44650329	44688789
NCOA5	-0.02473757	0.02905973	0.3949893	20	44689624	44718591
CD40	0.001192827	0.01226226	0.9225422	20	44746911	44758502
CDH22	0.003754493	0.02371029	0.8742398	20	44802372	44937137
SLC35C2	0.005104332	0.03057542	0.8674763	20	44978167	44993043
ELMO2	0.001309125	0.04294169	0.9756904	20	44994688	45061704
RP5-981L23.1	-0.003798514	0.009636046	0.6935862	20	45042867	45087915
ZNF334	0.05664702	0.02181818	0.009672873	20	45129709	45142198
SLC13A3	0.010268	0.01700498	0.5462085	20	45186463	45304714
TP53RK	0.02296091	0.02535458	0.3655455	20	45313004	45318418
SLC2A10	0.01775417	0.01567724	0.2579223	20	45338126	45364965
EYA2	-0.01046026	0.01970723	0.5957818	20	45523263	45817492
ZMYND8	-0.0420523	0.0314588	0.1818555	20	45837859	45985567
NCOA3	-0.01875266	0.03091742	0.5444046	20	46130601	46285621
SULF2	0.03886037	0.02096857	0.06437548	20	46285092	46415360
PREX1	0.02357486	0.03451475	0.4948689	20	47240790	47444420
ARFGEF2	-0.0382345	0.03423886	0.2646072	20	47538275	47653230
CSE1L	-0.01007805	0.0423883	0.8121587	20	47662838	47713489
STAU1	-0.1409774	0.05184086	0.006744676	20	47729878	47804904
DDX27	-0.03248854	0.03885277	0.403405	20	47835832	47860614
ZNFX1	-0.04134375	0.03289053	0.2092794	20	47826982	47894963
ZNFX1-AS1	-0.0119274	0.02323814	0.6079682	20	47894715	47905797
KCNB1	3.963971e-06	0.02359604	0.999866	20	47984946	48099184
PTGIS	-0.01070028	0.009577092	0.2643594	20	48123992	48184683
B4GALT5	-0.04377181	0.02936942	0.1366916	20	48249482	48330415
SLC9A8	-0.02767001	0.02757022	0.3160002	20	48429250	48508779
SPATA2	-0.04858619	0.03235411	0.1337442	20	48519928	48532080
RNF114	0.04553274	0.03994558	0.2548333	20	48552945	48570429
UBE2V1	-0.001263322	0.01230341	0.9182535	20	48697661	48732496
TMEM189	0.04823699	0.03695066	0.1922839	20	48697663	48770335
CEBPB	-0.02244039	0.01913752	0.2414658	20	48807376	48809212
PTPN1	0.001936256	0.03530412	0.9562817	20	49126891	49201299
FAM65C	-0.01367011	0.01337271	0.3071137	20	49202645	49308065
PARD6B	0.009390755	0.01543424	0.5431475	20	49348081	49373332
BCAS4	0.03169941	0.03098129	0.3066699	20	49411431	49493714
ADNP	0.05205969	0.05078653	0.3057781	20	49505585	49547958
DPM1	-0.02734447	0.03001837	0.3627313	20	49551404	49575092
MOCS3	-0.04620463	0.02366324	0.05137127	20	49575363	49577820
KCNG1	0.004712002	0.01179053	0.6895734	20	49620193	49639666
ATP9A	-0.00757552	0.04237169	0.8581701	20	50213053	50385173
ZFP64	0.03061129	0.02514234	0.223925	20	50668202	50820847
TSHZ2	-0.004308946	0.01517875	0.7766084	20	51588946	52107617
ZNF217	0.01131703	0.0170562	0.5072773	20	52183604	52226446
BCAS1	0.004129317	0.01449795	0.7758879	20	52553316	52687304
PFDN4	-0.01672178	0.03540481	0.6368968	20	52824386	52844591
DOK5	-0.02148241	0.02438274	0.3786728	20	53092136	53267710
CBLN4	0.01827288	0.01492747	0.2214306	20	54572496	54580528
FAM210B	0.0442376	0.03343797	0.1863895	20	54933971	54943719
CSTF1	-0.02491487	0.0340262	0.4643402	20	54967427	54979518
C20orf43	-0.0001051998	0.04389496	0.9980886	20	55043647	55093943
BMP7	-0.0336638	0.02235035	0.1325892	20	55743804	55841685
RP4-813D12.3	0.001093068	0.0103932	0.9162779	20	55841853	55858054
RAE1	0.007312782	0.03291253	0.8242491	20	55926066	55954267
RBM38	0.002443231	0.02736202	0.9288815	20	55966463	55984389
PCK1	0.004432928	0.003257239	0.174084	20	56131260	56141513
PMEPA1	-0.05495501	0.02233185	0.01416533	20	56223448	56286592
PPP4R1L	-0.01359261	0.0156988	0.3869542	20	56806188	56884495
RAB22A	-0.05034252	0.04475969	0.261191	20	56884752	56942563
VAPB	0.04533273	0.03826001	0.2365811	20	56964178	57026157
STX16	0.006689779	0.03186861	0.8338092	20	57226328	57254582
STX16-NPEPL1	0.01105033	0.009214728	0.2309617	20	57226490	57290466
NPEPL1	0.02041494	0.01968549	0.3001626	20	57264187	57294294
GNAS	0.02107993	0.04369798	0.629712	20	57414773	57486247
TH1L	0.02241131	0.04225575	0.5960659	20	57556296	57570188
CTSZ	0.0106428	0.02703193	0.693945	20	57570240	57582302
ATP5E	-0.05328623	0.03770033	0.1580952	20	57600522	57607437
SLMO2	0.04342565	0.03216512	0.1775399	20	57608200	57617964
ZNF831	-0.003917477	0.01425445	0.7835533	20	57766075	57834168
EDN3	-0.005674106	0.007256839	0.4346087	20	57875482	57901047
PHACTR3	-0.03569291	0.03793654	0.3471875	20	58152564	58422766
SYCP2	-0.01279123	0.02316765	0.5810914	20	58438621	58508710
FAM217B	0.05626437	0.04129158	0.1735587	20	58508819	58523735
PPP1R3D	0.02319512	0.01969685	0.2394597	20	58511894	58515352
CDH26	0.007169891	0.01277067	0.5747286	20	58533471	58609066
CDH4	0.01326696	0.02628904	0.6140001	20	59827559	60512307
TAF4	0.007915243	0.0306393	0.7962433	20	60528525	60640866
LSM14B	0.01550384	0.04839696	0.7488258	20	60697517	60710434
PSMA7	0.02247817	0.04907983	0.6471378	20	60711791	60718496
SS18L1	0.098244	0.03949746	0.01316298	20	60718822	60757540
GTPBP5	-0.0003275846	0.0313161	0.9916576	20	60758085	60778624
HRH3	-0.01804114	0.02098249	0.3902608	20	60790026	60795323
OSBPL2	-0.01027765	0.05398064	0.8490692	20	60813580	60871268
ADRM1	-0.007076306	0.0326397	0.8284436	20	60877149	60883918
RP11-157P1.4	-0.0005350973	0.01037885	0.9589007	20	60880488	60881452
LAMA5	0.01876053	0.02024413	0.3544781	20	60883011	60942368
RPS21	0.02233231	0.02783557	0.422727	20	60962105	60963576
CABLES2	-0.01734009	0.02764559	0.530768	20	60963686	60982341
C20orf166-AS1	0.02530259	0.01003934	0.01200383	20	61141550	61148733
SLCO4A1	-0.004414747	0.01032386	0.6690899	20	61273797	61317137
C20orf20	0.002635131	0.03366124	0.9376305	20	61427805	61431945
OGFR	0.04258422	0.0347522	0.2209575	20	61436187	61445352
COL9A3	0.03334345	0.01684352	0.04824287	20	61447596	61472511
TCFL5	0.01927076	0.01529908	0.2083431	20	61472467	61493115
DIDO1	-0.0155331	0.04555807	0.7332692	20	61509090	61569304
C20orf11	0.004407307	0.04990676	0.9296616	20	61569471	61578019
SLC17A9	-0.004471059	0.0107255	0.6769405	20	61584052	61599949
HAR1A	0.01822619	0.01155931	0.1154228	20	61733557	61735738
YTHDF1	0.003412385	0.02878594	0.90568	20	61826781	61847586
NKAIN4	-0.01573141	0.007869468	0.04609159	20	61872136	61904046
ARFGAP1	0.00509669	0.0491169	0.9173922	20	61904137	61921142
COL20A1	0.008754894	0.009961028	0.3798286	20	61924538	61966203
CHRNA4	0.0306875	0.01717648	0.07454889	20	61974665	62009753
KCNQ2	-0.005391319	0.04078176	0.8948747	20	62037542	62103993
EEF1A2	-0.02110563	0.02993438	0.4810673	20	62119366	62130505
PPDPF	0.03905106	0.01927591	0.0432538	20	62152077	62153559
PTK6	0.01317917	0.01178565	0.2639495	20	62159778	62168723
RP4-697K14.7	0.01324492	0.01022414	0.1957029	20	62189439	62205592
GMEB2	0.03010612	0.03273372	0.3581151	20	62218955	62258394
CTD-3184A7.4	0.0328168	0.02120257	0.1222475	20	62258580	62260177
STMN3	0.05009999	0.04344413	0.2493235	20	62271061	62284780
RTEL1	-0.02706748	0.01388381	0.05173141	20	62290653	62330037
ARFRP1	-0.04997728	0.04311006	0.2468354	20	62329996	62339355
ZGPAT	0.0111773	0.01930131	0.5627602	20	62338794	62370456
LIME1	-0.006783229	0.01602573	0.6722618	20	62366815	62370456
SLC2A4RG	-0.01391632	0.02468872	0.573206	20	62369623	62374858
ZBTB46	0.01382905	0.0303102	0.6483886	20	62375019	62462597
TPD52L2	-0.04905685	0.04790618	0.3062732	20	62496596	62522898
DNAJC5	0.03871168	0.06033455	0.5213872	20	62526518	62567384
UCKL1	0.005892357	0.03624012	0.8708989	20	62571186	62587769
ZNF512B	-0.02223108	0.03732746	0.5517064	20	62588055	62680113
SAMD10	-0.04325387	0.02688699	0.1082454	20	62605466	62611361
PRPF6	-0.003806535	0.04230932	0.9283442	20	62612488	62664453
LINC00176	0.01168397	0.01280001	0.3617398	20	62665697	62671315
SOX18	0.003700981	0.008277894	0.6549833	20	62679076	62680994
TCEA2	0.1216615	0.04928371	0.01386521	20	62681189	62703700
RGS19	-0.01783464	0.018254	0.3289823	20	62704534	62711323
OPRL1	-0.02512492	0.01883723	0.1828206	20	62711526	62731996
C20orf201	-0.01211303	0.01158976	0.2964099	20	62714733	62715712
MYT1	0.02559943	0.01590758	0.1081291	20	62783144	62873604
PCMTD2	0.06953291	0.03351594	0.03848273	20	62887048	62926855
LINC00266-1	0.001676464	0.00652275	0.7972603	20	62921738	62944485
MAFIPL	0.005022505	0.002997016	0.0943347	21	9907190	9968585
CYP4F29P	0.001748653	0.002433308	0.4726706	21	15215454	15220685
ANKRD20A11P	0.001688893	0.002359258	0.4743809	21	15281895	15352758
RBM11	-0.01594596	0.01465119	0.2769037	21	15588451	15600693
HSPA13	-0.0455103	0.03495555	0.1934753	21	15743436	15755805
NRIP1	0.001966485	0.02319356	0.9324623	21	16333556	16437321
AJ006998.2	0.01502739	0.01141231	0.1884599	21	16742841	16774624
USP25	0.007781425	0.03097485	0.8017391	21	17102344	17252377
CXADR	-0.03315297	0.028107	0.2386947	21	18884700	18965897
BTG3	-0.003490523	0.01680662	0.8355494	21	18965971	18985265
C21orf91	-0.03648578	0.01871249	0.05170303	21	19161284	19191703
PPIAP22	0.001206122	0.01647108	0.9416522	21	20230097	20230594
LINC00320	-0.02864573	0.01408572	0.04246077	21	22114908	22175426
NCAM2	-0.06390416	0.03127274	0.04148084	21	22370633	22915650
MRPL39	0.02037765	0.02575941	0.4292383	21	26957968	26979829
JAM2	0.02656481	0.0197451	0.1790505	21	27011584	27089874
ATP5J	0.02025897	0.03316708	0.5415722	21	27088815	27107984
GABPA	0.05731899	0.02952856	0.05274842	21	27106881	27144771
APP	0.02435423	0.04837166	0.614826	21	27252861	27543446
CYYR1	0.0005489903	0.01328262	0.9670465	21	27838528	27945603
ADAMTS1	0.01623945	0.00883918	0.06671403	21	28208606	28217728
N6AMT1	0.00250848	0.01840962	0.8916658	21	30244513	30257693
LTN1	-0.001849671	0.0296167	0.9502241	21	30300466	30365277
RWDD2B	-0.009336015	0.01250426	0.4556057	21	30376705	30391699
USP16	-0.02316811	0.04440508	0.6020566	21	30396950	30426809
CCT8	-0.01557431	0.04409913	0.7240983	21	30428126	30446118
GRIK1	0.01913732	0.01730666	0.2693028	21	30909254	31312351
TIAM1	-0.02533202	0.02926064	0.3870091	21	32361860	32932290
SOD1	0.06915771	0.04393428	0.1160312	21	33031935	33041244
SCAF4	-0.01357515	0.04012538	0.7352515	21	33043313	33104431
HUNK	0.0196579	0.01786106	0.2715485	21	33245628	33416946
MIS18A	0.02041662	0.0240591	0.396469	21	33640530	33651380
URB1	-0.003181271	0.02729886	0.9072708	21	33683329	33765335
C21orf119	0.0286915	0.01589221	0.07155781	21	33765439	33766269
FAM176C	-0.04965419	0.02765983	0.07317096	21	33784314	33887707
C21orf59	0.009397506	0.02663909	0.7243941	21	33951132	33985176
SYNJ1	0.0005668417	0.04018101	0.9887495	21	33997269	34100359
GCFC1-AS1	0.004243413	0.01764369	0.810027	21	34100426	34115433
GCFC1	0.005095234	0.03111049	0.8699651	21	34106210	34144169
OLIG2	0.001563672	0.01785337	0.9302389	21	34398153	34401504
OLIG1	0.01893653	0.01957006	0.3336527	21	34442450	34444726
IFNAR2	0.006021179	0.020343	0.7673541	21	34602206	34637969
IL10RB	-0.003764418	0.01456157	0.7961037	21	34638663	34669539
IFNAR1	0.006108404	0.03988426	0.8783332	21	34696734	34732168
IFNGR2	-0.01335279	0.03280791	0.6841659	21	34757299	34851655
TMEM50B	0.008623623	0.03150054	0.7843703	21	34804792	34853499
DNAJC28	0.01677679	0.01917132	0.3818997	21	34860497	34864027
GART	-0.07675742	0.03609623	0.03390582	21	34870940	34915797
SON	-0.03917845	0.05148794	0.4470257	21	34914924	34949812
DONSON	-0.01450623	0.02420607	0.5492307	21	34947783	34961014
CRYZL1	0.03401621	0.04114414	0.4087308	21	34961647	35016232
ITSN1	0.01358613	0.04644469	0.7699964	21	35014706	35272165
ATP5O	-0.02183717	0.02685034	0.4164	21	35275757	35288284
MRPS6	-0.01529797	0.0231334	0.5086989	21	35445524	35515334
SLC5A3	0.00508781	0.01937858	0.7929965	21	35445870	35478559
RCAN1	-0.002468695	0.0256858	0.9234669	21	35885440	35987441
SETD4	-0.03713497	0.02789944	0.1837269	21	37406839	37451687
CBR1	0.05663739	0.02450682	0.02119426	21	37442239	37445464
AP000688.29	0.01087803	0.009269181	0.2410718	21	37477179	37481988
CBR3-AS1	0.003189199	0.01669509	0.8485751	21	37504065	37528605
DOPEY2	0.01928908	0.03021431	0.5234714	21	37529080	37711195
MORC3	0.02266266	0.03770908	0.5480946	21	37692487	37758446
AP000692.9	-0.006463263	0.01246208	0.6042228	21	37732928	37734338
CHAF1B	0.04428665	0.0222611	0.04714626	21	37757676	37789125
SIM2	0.004790767	0.01603866	0.76528	21	38071433	38131815
HLCS	-0.03756402	0.02656711	0.1579443	21	38123493	38362536
PIGP	-0.02457581	0.02478653	0.3218751	21	38435146	38445470
TTC3	0.0363567	0.03540282	0.3048951	21	38445526	38575413
DSCR3	-0.002008512	0.04229791	0.9621439	21	38591910	38640262
DYRK1A	-0.09817675	0.05252429	0.06212678	21	38739236	38887680
KCNJ6	-0.03882473	0.02295932	0.09139482	21	38996789	39288749
ETS2	-0.01997671	0.02241545	0.3732074	21	40177231	40196879
PSMG1	0.0227967	0.02439543	0.3504705	21	40546695	40555777
BRWD1	-0.03767068	0.04505761	0.4034839	21	40556102	40693485
HMGN1	0.01048293	0.03169446	0.7409586	21	40714241	40721573
WRB	-0.04802358	0.03658128	0.1897969	21	40752170	40800454
SH3BGR	-0.01306128	0.01849559	0.480371	21	40817781	40887433
B3GALT5	-0.01647904	0.0130568	0.2074423	21	40928369	41034816
PCP4	-0.001768768	0.01293017	0.8912434	21	41239243	41301322
DSCAM	0.008549824	0.02558361	0.7383616	21	41382926	42219065
BACE2	-0.0005039874	0.0103131	0.9610416	21	42539728	42648524
MX1	-0.01323334	0.01283523	0.3029825	21	42792231	42831141
PRDM15	-0.02425449	0.02119406	0.2529518	21	43218385	43299591
C2CD2	0.0237411	0.02748554	0.3880898	21	43305221	43373999
ZNF295	-0.03880008	0.02564237	0.1308185	21	43406940	43430496
C21orf128	-0.01282146	0.006140571	0.0372547	21	43522244	43528644
ABCG1	-0.006265261	0.01829561	0.7321451	21	43619799	43720714
RSPH1	-0.007850138	0.0206497	0.7039742	21	43892596	43916464
SLC37A1	-0.04131805	0.0246409	0.09414423	21	43916128	44001550
PDE9A	-0.006984111	0.01957836	0.7214328	21	44073746	44195619
WDR4	0.004940033	0.02245055	0.8259205	21	44263204	44299678
NDUFV3	-0.0007050419	0.03350621	0.9832196	21	44299754	44329783
ERVH48-1	-0.01186316	0.0117267	0.3121534	21	44336913	44345756
PKNOX1	-0.02358397	0.02803825	0.4006348	21	44394620	44454172
CBS	2.445976e-05	0.003376821	0.9942232	21	44473301	44497053
U2AF1	-0.001814287	0.002341993	0.4388614	21	44513066	44527697
RRP1B	-0.01114597	0.0374153	0.7658921	21	45079429	45115958
PDXK	0.02070794	0.03609376	0.5663857	21	45138975	45194151
CSTB	0.01976461	0.03734135	0.5968124	21	45192393	45196326
RRP1	-0.01009554	0.04101637	0.8056693	21	45209394	45225174
AGPAT3	0.05462425	0.04514748	0.2268307	21	45285067	45406417
TRAPPC10	0.01846491	0.02179084	0.3971546	21	45432200	45526433
ICOSLG	-0.001436665	0.00247258	0.5614505	21	45642874	45660849
AIRE	-0.007094192	0.01002623	0.4795141	21	45705721	45718531
PFKL	-0.009727673	0.03026157	0.7479884	21	45719934	45747259
C21orf2	-0.009154664	0.02135233	0.6682768	21	45748827	45759285
AP001062.7	-0.01503016	0.01372877	0.2740832	21	45751117	45755734
TRPM2	-0.04306597	0.02749751	0.1178782	21	45770046	45862964
UBE2G2	0.06297156	0.04526429	0.164724	21	46188955	46221934
SUMO3	-0.03486095	0.04158098	0.402175	21	46191374	46238694
PTTG1IP	0.0007929853	0.02963218	0.97866	21	46269500	46293752
ITGB2	-0.02643324	0.01273639	0.03840939	21	46305868	46351904
C21orf67	-0.02740869	0.0132619	0.03922421	21	46352729	46359828
FAM207A	-0.02264159	0.02535013	0.3721623	21	46359925	46396904
ADARB1	-0.02519582	0.03404636	0.4595865	21	46493768	46646478
POFUT2	-0.02713235	0.03216986	0.3993637	21	46683843	46707813
BX322557.10	-0.002601588	0.008097941	0.7481304	21	46707967	46711653
LINC00205	-0.001064461	0.008758601	0.9033128	21	46713200	46717269
COL18A1	0.00688507	0.01434371	0.6314125	21	46825052	46933634
SLC19A1	0.0005859963	0.01487257	0.9685848	21	46913486	46964325
PCBP3	-0.01454599	0.01795334	0.4181669	21	47063608	47362368
COL6A1	-0.01720469	0.01522665	0.2590047	21	47401651	47424964
COL6A2	0.004610225	0.009679602	0.6340609	21	47518011	47552763
FTCD	0.01242903	0.006290594	0.04867184	21	47556176	47575481
C21orf56	0.005971236	0.00650498	0.3590453	21	47581062	47604390
LSS	0.02598036	0.02376527	0.2747781	21	47608360	47648738
MCM3AP-AS1	0.002752439	0.02063244	0.8939227	21	47649145	47671615
MCM3AP	0.02388848	0.03339556	0.4747132	21	47655047	47706211
AP001469.9	-0.01061119	0.01431377	0.4588089	21	47671463	47674047
YBEY	0.003191174	0.009673969	0.7416212	21	47706251	47717665
C21orf58	0.01240632	0.02203872	0.5737084	21	47720095	47743789
PCNT	0.01526572	0.02625061	0.5611148	21	47744036	47865682
DIP2A	0.07747306	0.03355015	0.02130104	21	47878812	47989926
S100B	0.01656274	0.0158965	0.2979073	21	48018875	48025121
PRMT2	0.02984133	0.04373576	0.4953283	21	48055079	48085036
AP000525.8	-0.007163104	0.004947243	0.1482112	22	16147979	16193004
TPTEP1	0.008028478	0.01138406	0.4809582	22	17082777	17179521
CECR7	-0.006134075	0.005625251	0.2759875	22	17517460	17539682
IL17RA	0.002131423	0.01881723	0.9098577	22	17565844	17596583
CECR6	0.01092032	0.02506226	0.6632041	22	17597189	17602257
CECR5	0.06793592	0.03174434	0.03278315	22	17618401	17646177
CECR1	-0.007622476	0.01416304	0.5906587	22	17660194	17739125
CECR2	-0.02655606	0.01994529	0.1835901	22	17840837	18033845
SLC25A18	-0.02198103	0.0207542	0.2900102	22	18043139	18073647
AC004019.13	-0.01182703	0.01267709	0.3512547	22	18062923	18071958
ATP6V1E1	0.01331196	0.04980956	0.7893706	22	18074902	18111584
BCL2L13	0.004358138	0.0347515	0.9002455	22	18111621	18213388
BID	0.02751275	0.02847305	0.334329	22	18216906	18257536
